,invoice_no,category,item,quantity,price,customer_id,date_key,payment_method,card_type,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,day_of_week,month,year,quarter,is_holiday,total_spent,purchase_count
3917,103917,Body Care and Hygiene,Deodorant,1,3.78,226,2020-10-03,Cash,,Meadowhall,Sheffield,South Yorkshire,UK,Angela,Murray,Female,39.0,1985-04-09,1.0,1614.0,9.0,0.0,2020-10-13,33.0,21.3,Saturday,October,2020,2020Q4,1,174.39,10
3918,103918,Body Care and Hygiene,Deodorant,3,27.97,244,2025-01-01,Credit Card - AMEX,AMEX,Westfield London,London,England,UK,Shane,Morris,Male,52.0,1972-08-30,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36,Wednesday,January,2025,2025Q1,0,633.8,21
3919,103919,Skin Care,Face Wash,3,62.2,219,2022-02-23,Debit Card - MasterCard,MasterCard,Pheasant Lane Mall,Nashua,New Hampshire,US,Kayla,Smith,Female,35.0,1989-07-11,0.0,2.0,1.0,1.0,2024-01-04,30.0,81.54,Wednesday,February,2022,2022Q1,0,621.88,17
3920,103920,Oral Care,Mouthwash,4,8.28,210,2022-02-10,Credit Card - AMEX,AMEX,Meadowhall,Sheffield,South Yorkshire,UK,Jennifer,Thornton,Male,63.0,1961-08-14,1.0,1022.0,4.0,0.0,2023-05-26,50.0,352.68,Thursday,February,2022,2022Q1,0,211.1,9
3921,103921,Hair Care,Conditioner,2,32.58,852,2023-12-18,BNPL (Buy Now, Pay Later),Meadowhall,Sheffield,South Yorkshire,UK,Matthew,Williams,Male,18.0,2006-12-21,1.0,1298.0,8.0,1.0,2022-08-13,25.0,232.03,Monday,December,2023,2023Q4,0,346.74,9
3922,103922,Oral Care,Mouthwash,4,10.4,465,2024-02-06,Credit Card - Visa,Visa,Metrocentre,Gateshead,Tyne and Wear,UK,Lynn,Thompson,Male,34.0,1990-08-13,0.0,185.0,5.0,0.0,2022-09-10,17.0,256.5,Tuesday,February,2024,2024Q1,0,262.64,7
3923,103923,Skin Care,Face Wash,3,23.21,257,2024-08-05,BNPL (Buy Now, Pay Later),South Coast Plaza,Costa Mesa,California,US,Jeanette,Chambers,Male,47.0,1977-07-16,0.0,49.0,2.0,0.0,2020-08-04,31.0,256.33,Monday,August,2024,2024Q3,0,427.08,17
3924,103924,Hair Care,Shampoo,2,5.17,857,2024-07-30,Apple Pay,,Mall of America,Bloomington,Minnesota,US,Connie,James,Female,20.0,2004-09-20,0.0,266.0,8.0,1.0,2022-08-09,13.0,177.87,Tuesday,July,2024,2024Q3,0,227.99,7
3925,103925,Skin Care,Face Wash,3,63.43,671,2024-08-27,Cash,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Mark,Stokes,Female,34.0,1990-09-15,1.0,1374.0,3.0,0.0,2021-08-05,22.0,428.82,Tuesday,August,2024,2024Q3,0,478.17,12
3926,103926,Hair Care,Hair Oil,4,45.13,68,2023-07-12,PayPal,,The Dubai Mall,Dubai,Dubai,UAE,Natasha,Wright,Female,56.0,1968-09-08,0.0,1010.0,6.0,0.0,2024-06-26,24.0,395.23,Wednesday,July,2023,2023Q3,0,460.97,13
3927,103927,Hair Care,Shampoo,2,49.37,609,2022-12-17,PayPal,,The Shops at Columbus Circle,New York,New York,US,Janet,Clark,Female,62.0,1962-12-03,1.0,8.0,5.0,1.0,2024-03-31,6.0,313.78,Saturday,December,2022,2022Q4,1,559.5500000000001,14
3928,103928,Hair Care,Shampoo,2,42.14,762,2024-06-03,PayPal,,Oakbrook Center,Oak Brook,Illinois,US,Maria,Monroe,Other,37.0,1987-09-13,0.0,602.0,2.0,1.0,2023-02-02,6.0,483.36,Monday,June,2024,2024Q2,0,339.9,13
3929,103929,Skin Care,Moisturizer,2,99.67,74,2023-07-13,Google Pay,,The Mall at Short Hills,Short Hills,New Jersey,US,John,Ponce,Male,61.0,1964-02-19,1.0,1372.0,5.0,0.0,2021-02-26,34.0,11.52,Thursday,July,2023,2023Q3,0,322.59000000000003,11
3930,103930,Oral Care,Mouthwash,4,6.06,884,2020-07-28,Credit Card - Visa,Visa,CambridgeSide,Cambridge,Massachusetts,US,Rebecca,Kaiser,Male,49.0,1975-07-27,0.0,878.0,5.0,1.0,2022-06-07,8.0,326.73,Tuesday,July,2020,2020Q3,0,237.2,9
3931,103931,Skin Care,Sunscreen,2,27.77,108,2020-07-29,Google Pay,,Stanford Shopping Center,Palo Alto,California,US,April,Calhoun,Other,47.0,1977-04-02,1.0,900.0,1.0,0.0,2020-05-28,5.0,170.56,Wednesday,July,2020,2020Q3,0,248.2,8
3932,103932,Hair Care,Conditioner,1,12.32,595,2025-02-01,Credit Card - AMEX,AMEX,The Oracle,Reading,Berkshire,UK,Eddie,Barrera,Female,62.0,1963-01-18,0.0,1481.0,7.0,0.0,2022-09-17,7.0,132.94,Saturday,February,2025,2025Q1,1,674.81,15
3933,103933,Body Care and Hygiene,Hand Sanitizer,1,10.91,481,2020-11-08,Debit Card - MasterCard,MasterCard,Westfield San Francisco Centre,San Francisco,California,US,Raymond,Robinson,Other,48.0,1977-01-06,0.0,1442.0,5.0,1.0,2020-05-18,21.0,209.27,Sunday,November,2020,2020Q4,1,332.0,11
3934,103934,Oral Care,Mouthwash,4,7.88,570,2024-01-27,BNPL (Buy Now, Pay Later),The Shops at Columbus Circle,New York,New York,US,Joseph,Mann,Male,25.0,1999-06-14,1.0,955.0,8.0,0.0,2020-07-09,20.0,372.98,Saturday,January,2024,2024Q1,1,316.29,11
3935,103935,Hair Care,Hair Oil,3,39.5,293,2023-01-12,Debit Card - MasterCard,MasterCard,Park Meadows,Lone Tree,Colorado,US,Don,Williams,Other,64.0,1960-08-04,1.0,1543.0,10.0,1.0,2023-11-19,7.0,195.2,Thursday,January,2023,2023Q1,0,326.11,10
3936,103936,Skin Care,Sunscreen,1,63.37,798,2020-04-29,BNPL (Buy Now, Pay Later),CambridgeSide,Cambridge,Massachusetts,US,Stephen,Jimenez,Male,46.0,1978-12-19,1.0,721.0,1.0,1.0,2021-11-15,11.0,112.01,Wednesday,April,2020,2020Q2,0,535.65,16
3937,103937,Body Care and Hygiene,Body Lotion,2,3.2,230,2023-02-10,Credit Card - AMEX,AMEX,Cherry Creek Shopping Center,Denver,Colorado,US,Andrew,Tapia,Male,54.0,1970-12-22,0.0,1034.0,3.0,0.0,2024-10-01,27.0,497.09,Friday,February,2023,2023Q1,0,534.94,17
3938,103938,Hair Care,Shampoo,3,5.71,210,2024-06-15,Debit Card - MasterCard,MasterCard,Mall of America,Bloomington,Minnesota,US,Jennifer,Thornton,Male,63.0,1961-08-14,1.0,1022.0,4.0,0.0,2023-05-26,50.0,352.68,Saturday,June,2024,2024Q2,1,211.1,9
3939,103939,Body Care and Hygiene,Hand Sanitizer,4,13.27,529,2023-04-15,PayPal,,The Grove,Los Angeles,California,US,Jennifer,Barnett,Female,58.0,1966-05-26,1.0,615.0,3.0,1.0,2020-02-10,42.0,231.73,Saturday,April,2023,2023Q2,1,397.33,13
3940,103940,Hair Care,Shampoo,1,14.92,623,2020-07-12,Cash,,Westfield London,London,England,UK,Dawn,Frederick,Male,33.0,1991-08-03,0.0,820.0,9.0,0.0,2023-08-23,45.0,448.22,Sunday,July,2020,2020Q3,1,266.62,8
3941,103941,Skin Care,Sunscreen,1,12.05,870,2022-11-19,Credit Card - Visa,Visa,Park Meadows,Lone Tree,Colorado,US,Angela,Garcia,Female,37.0,1987-10-26,0.0,1372.0,7.0,1.0,2023-01-15,45.0,35.76,Saturday,November,2022,2022Q4,1,335.53000000000003,15
3942,103942,Skin Care,Sunscreen,4,57.41,672,2023-03-16,Debit Card - MasterCard,MasterCard,Stanford Shopping Center,Palo Alto,California,US,Daniel,Lopez,Female,27.0,1998-01-07,0.0,1104.0,3.0,0.0,2022-06-10,3.0,347.37,Thursday,March,2023,2023Q1,0,273.42,9
3943,103943,Body Care and Hygiene,Hand Sanitizer,2,22.4,778,2024-04-02,Apple Pay,,Mall of America,Bloomington,Minnesota,US,Steven,Espinoza,Male,70.0,1955-01-14,0.0,489.0,10.0,1.0,2025-01-16,46.0,161.7,Tuesday,April,2024,2024Q2,0,198.92000000000002,9
3944,103944,Skin Care,Lip Balm,1,61.32,700,2022-01-26,PayPal,,Westfield London,London,England,UK,Robert,Vaughan,Male,37.0,1987-12-14,0.0,1661.0,8.0,0.0,2023-04-19,3.0,496.07,Wednesday,January,2022,2022Q1,0,436.7,11
3945,103945,Skin Care,Sunscreen,4,21.62,45,2020-08-04,Apple Pay,,Santa Monica Place,Santa Monica,California,US,Tammy,Palmer,Female,59.0,1965-07-17,0.0,1083.0,6.0,0.0,2022-07-26,14.0,358.9,Tuesday,August,2020,2020Q3,0,374.97,12
3946,103946,Oral Care,Toothpaste,3,9.75,219,2021-07-15,Google Pay,,Metrocentre,Gateshead,Tyne and Wear,UK,Kayla,Smith,Female,35.0,1989-07-11,0.0,2.0,1.0,1.0,2024-01-04,30.0,81.54,Thursday,July,2021,2021Q3,0,621.88,17
3947,103947,Oral Care,Toothpaste,3,12.11,292,2023-03-01,Cash,,The Gardens Mall,Palm Beach Gardens,Florida,US,Daniel,Mendoza,Other,25.0,1999-09-30,0.0,667.0,1.0,0.0,2024-06-22,42.0,288.17,Wednesday,March,2023,2023Q1,0,72.76,5
3948,103948,Skin Care,Moisturizer,1,91.2,712,2021-03-22,Apple Pay,,Pheasant Lane Mall,Nashua,New Hampshire,US,Cole,Carpenter,Other,42.0,1983-02-19,1.0,258.0,8.0,0.0,2023-06-14,7.0,199.09,Monday,March,2021,2021Q1,0,509.98,12
3949,103949,Skin Care,Sunscreen,3,58.51,623,2021-02-15,Cash,,The Domain,Austin,Texas,US,Dawn,Frederick,Male,33.0,1991-08-03,0.0,820.0,9.0,0.0,2023-08-23,45.0,448.22,Monday,February,2021,2021Q1,0,266.62,8
3950,103950,Hair Care,Conditioner,4,32.51,217,2023-12-05,Debit Card - Visa,Visa,Stanford Shopping Center,Palo Alto,California,US,Scott,Donovan,Other,64.0,1960-03-28,1.0,382.0,1.0,0.0,2020-05-19,20.0,328.42,Tuesday,December,2023,2023Q4,0,769.75,21
3951,103951,Body Care and Hygiene,Deodorant,1,21.9,928,2022-03-24,Debit Card - MasterCard,MasterCard,The Dubai Mall,Dubai,Dubai,UAE,Kristen,Allen,Female,34.0,1990-06-23,0.0,1612.0,4.0,1.0,2023-09-20,4.0,69.52,Thursday,March,2022,2022Q1,0,237.07,7
3952,103952,Hair Care,Shampoo,2,47.45,280,2020-04-06,Apple Pay,,Meadowhall,Sheffield,South Yorkshire,UK,Eric,Miller,Female,29.0,1995-10-25,1.0,1065.0,4.0,0.0,2022-07-09,41.0,250.59,Monday,April,2020,2020Q2,0,296.88,11
3953,103953,Skin Care,Face Wash,3,22.11,974,2020-11-06,Cash,,NorthPark Center,Dallas,Texas,US,Joshua,Hoffman,Other,22.0,2003-01-13,1.0,1451.0,1.0,1.0,2023-12-10,6.0,156.51,Friday,November,2020,2020Q4,0,254.38,11
3954,103954,Skin Care,Moisturizer,4,56.34,695,2023-05-24,Debit Card - MasterCard,MasterCard,Lakeside Shopping Centre,Thurrock,Essex,UK,Tiffany,Thomas,Other,54.0,1970-06-08,0.0,1627.0,7.0,0.0,2021-01-21,48.0,330.78,Wednesday,May,2023,2023Q2,0,204.67,9
3955,103955,Hair Care,Conditioner,3,49.55,200,2022-09-15,Credit Card - Visa,Visa,Westfield Stratford City,London,England,UK,Bryan,Baxter,Female,36.0,1988-04-19,0.0,100.0,8.0,1.0,2021-11-27,27.0,403.01,Thursday,September,2022,2022Q3,0,393.24,11
3956,103956,Body Care and Hygiene,Body Lotion,3,5.87,177,2021-06-04,Credit Card - MasterCard,MasterCard,Park Meadows,Lone Tree,Colorado,US,Danielle,Harrington,Other,57.0,1967-02-27,1.0,1067.0,3.0,0.0,2022-01-08,23.0,41.2,Friday,June,2021,2021Q2,0,395.06,13
3957,103957,Hair Care,Shampoo,2,38.86,135,2025-01-29,Credit Card - AMEX,AMEX,CambridgeSide,Cambridge,Massachusetts,US,Cindy,Johnson,Male,63.0,1961-05-06,0.0,233.0,8.0,0.0,2021-09-19,47.0,284.08,Wednesday,January,2025,2025Q1,0,463.64,11
3958,103958,Oral Care,Mouthwash,2,15.09,534,2021-10-08,Google Pay,,Westfield Stratford City,London,England,UK,Alexander,Cummings,Female,62.0,1962-04-26,1.0,1677.0,4.0,1.0,2024-04-28,6.0,288.81,Friday,October,2021,2021Q4,0,240.12,7
3959,103959,Hair Care,Conditioner,4,25.11,347,2020-02-25,Debit Card - Visa,Visa,South Coast Plaza,Costa Mesa,California,US,Tyler,Campbell,Female,40.0,1984-06-29,0.0,611.0,10.0,1.0,2020-11-21,4.0,415.35,Tuesday,February,2020,2020Q1,0,196.23000000000002,9
3960,103960,Body Care and Hygiene,Hand Sanitizer,3,11.69,923,2022-01-09,Apple Pay,,The Summit,Birmingham,Alabama,US,Becky,Johnston,Male,42.0,1983-02-09,0.0,1531.0,3.0,0.0,2022-05-02,45.0,221.59,Sunday,January,2022,2022Q1,1,253.03,6
3961,103961,Body Care and Hygiene,Deodorant,4,24.9,938,2022-09-05,Google Pay,,The Shops at La Cantera,San Antonio,Texas,US,Angela,Wolf,Male,30.0,1995-01-18,1.0,1494.0,1.0,0.0,2020-01-19,30.0,52.4,Monday,September,2022,2022Q3,0,421.84,14
3962,103962,Oral Care,Toothpaste,2,12.85,180,2024-08-03,Google Pay,,Metrocentre,Gateshead,Tyne and Wear,UK,Danny,Cooper,Female,57.0,1967-11-03,0.0,967.0,2.0,0.0,2024-09-16,44.0,408.76,Saturday,August,2024,2024Q3,1,284.65,10
3963,103963,Body Care and Hygiene,Hand Sanitizer,2,6.76,990,2022-06-01,Credit Card - AMEX,AMEX,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Stephanie,Wood,Other,40.0,1984-11-25,0.0,553.0,1.0,0.0,2024-05-05,46.0,328.18,Wednesday,June,2022,2022Q2,0,278.7,10
3964,103964,Oral Care,Toothpaste,4,6.41,72,2023-09-06,Credit Card - AMEX,AMEX,Brookfield Place,New York,New York,US,David,Lewis,Other,55.0,1969-07-01,1.0,73.0,8.0,1.0,2024-12-14,43.0,97.51,Wednesday,September,2023,2023Q3,0,361.9,12
3965,103965,Hair Care,Hair Oil,1,22.68,488,2023-10-23,Credit Card - MasterCard,MasterCard,The Florida Mall,Orlando,Florida,US,Matthew,Thomas,Female,23.0,2001-07-12,1.0,160.0,1.0,1.0,2024-09-06,48.0,210.74,Monday,October,2023,2023Q4,0,515.84,15
3966,103966,Body Care and Hygiene,Body Lotion,3,29.88,987,2021-01-10,Cash,,Meadowhall,Sheffield,South Yorkshire,UK,Jason,Green,Female,47.0,1977-11-04,1.0,1798.0,4.0,1.0,2024-04-24,3.0,33.86,Sunday,January,2021,2021Q1,1,217.66,7
3967,103967,Skin Care,Face Wash,4,99.3,983,2024-03-30,Credit Card - Visa,Visa,The Summit,Birmingham,Alabama,US,Joshua,Thomas,Female,59.0,1965-05-15,0.0,807.0,3.0,1.0,2022-02-15,28.0,21.53,Saturday,March,2024,2024Q1,1,410.26,13
3968,103968,Hair Care,Shampoo,2,13.65,904,2024-08-16,BNPL (Buy Now, Pay Later),Westfield Century City,Los Angeles,California,US,Matthew,Mccarty,Male,21.0,2003-03-28,0.0,1057.0,2.0,0.0,2024-11-15,11.0,116.55,Friday,August,2024,2024Q3,0,299.79,8
3969,103969,Skin Care,Sunscreen,1,57.78,749,2020-09-02,Credit Card - AMEX,AMEX,Easton Town Center,Columbus,Ohio,US,Candice,Freeman,Other,47.0,1977-06-26,0.0,706.0,3.0,0.0,2022-09-24,5.0,489.83,Wednesday,September,2020,2020Q3,0,468.99,11
3970,103970,Hair Care,Hair Oil,4,14.62,381,2024-01-15,Debit Card - MasterCard,MasterCard,The Oracle,Reading,Berkshire,UK,Katherine,Lee,Male,54.0,1970-05-22,1.0,645.0,5.0,1.0,2022-10-04,5.0,172.48,Monday,January,2024,2024Q1,0,152.2,8
3971,103971,Skin Care,Lip Balm,1,66.71,939,2022-12-18,Credit Card - MasterCard,MasterCard,The Shops at La Cantera,San Antonio,Texas,US,Daniel,Collins,Female,18.0,2007-02-10,1.0,898.0,6.0,1.0,2024-05-02,4.0,472.45,Sunday,December,2022,2022Q4,1,309.07,11
3972,103972,Hair Care,Shampoo,2,25.81,837,2024-03-18,Credit Card - MasterCard,MasterCard,Meadowhall,Sheffield,South Yorkshire,UK,Melissa,Jones,Other,19.0,2006-01-04,0.0,1434.0,1.0,1.0,2022-08-30,19.0,244.08,Monday,March,2024,2024Q1,0,313.86,13
3973,103973,Hair Care,Hair Oil,1,32.82,299,2020-06-18,Debit Card - MasterCard,MasterCard,CambridgeSide,Cambridge,Massachusetts,US,Jonathan,Payne,Other,51.0,1973-02-27,0.0,454.0,7.0,1.0,2024-10-09,38.0,127.01,Thursday,June,2020,2020Q2,0,409.17,13
3974,103974,Body Care and Hygiene,Hand Sanitizer,3,5.56,538,2024-08-13,Credit Card - AMEX,AMEX,South Coast Plaza,Costa Mesa,California,US,Alan,Rios,Other,27.0,1997-08-19,0.0,16.0,9.0,1.0,2022-06-06,37.0,320.97,Tuesday,August,2024,2024Q3,0,455.15,17
3975,103975,Skin Care,Sunscreen,1,40.31,169,2024-09-07,Apple Pay,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Peter,Smith,Other,62.0,1962-08-19,1.0,1490.0,3.0,0.0,2020-07-12,4.0,54.65,Saturday,September,2024,2024Q3,1,244.69,8
3976,103976,Skin Care,Moisturizer,2,93.16,977,2024-01-03,Cash,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Jorge,Austin,Male,35.0,1990-02-11,1.0,366.0,9.0,1.0,2020-11-19,47.0,330.35,Wednesday,January,2024,2024Q1,0,409.73,9
3977,103977,Skin Care,Lip Balm,1,64.29,412,2025-02-13,PayPal,,Stanford Shopping Center,Palo Alto,California,US,Curtis,Salazar,Other,53.0,1972-02-01,0.0,489.0,6.0,1.0,2023-02-11,21.0,15.36,Thursday,February,2025,2025Q1,0,528.64,14
3978,103978,Hair Care,Conditioner,3,36.87,151,2024-03-02,Debit Card - MasterCard,MasterCard,Stonebriar Centre,Frisco,Texas,US,Maria,Walker,Female,59.0,1966-01-31,1.0,69.0,4.0,0.0,2021-11-20,46.0,203.44,Saturday,March,2024,2024Q1,1,485.40999999999997,15
3979,103979,Oral Care,Toothpaste,2,8.61,99,2022-03-12,Debit Card - Visa,Visa,The Shops at La Cantera,San Antonio,Texas,US,Dawn,Chambers,Male,23.0,2001-05-11,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4,Saturday,March,2022,2022Q1,1,277.36,10
3980,103980,Hair Care,Shampoo,1,14.65,308,2025-02-02,PayPal,,Santa Monica Place,Santa Monica,California,US,Christina,Meyer,Other,41.0,1983-04-10,0.0,696.0,7.0,0.0,2024-12-27,50.0,94.58,Sunday,February,2025,2025Q1,1,217.01,9
3981,103981,Oral Care,Toothpaste,4,4.17,640,2021-02-02,Google Pay,,Stanford Shopping Center,Palo Alto,California,US,Shawn,Webster,Other,19.0,2005-11-14,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72,Tuesday,February,2021,2021Q1,0,467.40999999999997,14
3982,103982,Skin Care,Moisturizer,4,45.39,743,2023-08-20,Credit Card - Visa,Visa,The Oracle,Reading,Berkshire,UK,Kristen,Gamble,Male,58.0,1966-11-17,1.0,1067.0,4.0,1.0,2024-12-06,9.0,342.75,Sunday,August,2023,2023Q3,1,217.09,7
3983,103983,Body Care and Hygiene,Body Lotion,4,12.73,313,2024-11-12,Google Pay,,Park Meadows,Lone Tree,Colorado,US,Rebecca,Sanchez,Female,31.0,1993-03-11,0.0,1152.0,10.0,0.0,2022-11-22,21.0,438.4,Tuesday,November,2024,2024Q4,0,213.49,10
3984,103984,Body Care and Hygiene,Hand Sanitizer,4,21.09,383,2022-02-09,Cash,,Stonebriar Centre,Frisco,Texas,US,Kelly,Carroll,Male,62.0,1962-11-08,1.0,905.0,5.0,1.0,2020-07-24,9.0,131.2,Wednesday,February,2022,2022Q1,0,225.79,10
3985,103985,Skin Care,Moisturizer,4,44.81,57,2021-10-18,PayPal,,Dolphin Mall,Miami,Florida,US,Jackie,Hawkins,Male,66.0,1958-12-02,1.0,881.0,9.0,0.0,2021-10-29,49.0,270.34,Monday,October,2021,2021Q4,0,387.6,9
3986,103986,Skin Care,Face Wash,3,10.37,253,2023-08-17,Credit Card - Visa,Visa,SouthPark,Charlotte,North Carolina,US,Timothy,Greer,Male,66.0,1959-01-27,1.0,1706.0,2.0,1.0,2022-03-03,26.0,273.57,Thursday,August,2023,2023Q3,0,145.25000000000003,7
3987,103987,Skin Care,Sunscreen,2,89.25,269,2024-10-11,Credit Card - AMEX,AMEX,Bullring & Grand Central,Birmingham,West Midlands,UK,Michael,Jones,Female,26.0,1999-02-02,0.0,1507.0,7.0,0.0,2023-05-08,16.0,429.27,Friday,October,2024,2024Q4,0,473.01,10
3988,103988,Body Care and Hygiene,Deodorant,3,23.33,574,2023-08-15,Google Pay,,Metrocentre,Gateshead,Tyne and Wear,UK,Carrie,Dean,Other,29.0,1995-12-12,0.0,895.0,6.0,1.0,2023-11-19,38.0,357.41,Tuesday,August,2023,2023Q3,0,260.07,9
3989,103989,Skin Care,Face Wash,1,54.25,411,2020-07-29,Apple Pay,,Lenox Square,Atlanta,Georgia,US,Ryan,Simmons,Female,60.0,1964-12-28,1.0,1149.0,7.0,1.0,2022-09-07,2.0,218.03,Wednesday,July,2020,2020Q3,0,137.64,7
3990,103990,Body Care and Hygiene,Deodorant,2,24.83,620,2022-08-10,Google Pay,,Pheasant Lane Mall,Nashua,New Hampshire,US,Todd,Palmer,Other,70.0,1954-12-07,0.0,1627.0,9.0,1.0,2023-12-20,33.0,142.15,Wednesday,August,2022,2022Q3,0,247.45,11
3991,103991,Skin Care,Lip Balm,2,12.67,445,2022-08-31,Google Pay,,The Streets at Southpoint,Durham,North Carolina,US,Margaret,Edwards,Other,49.0,1975-11-16,0.0,1399.0,4.0,0.0,2023-03-04,1.0,410.17,Wednesday,August,2022,2022Q3,0,371.28,14
3992,103992,Hair Care,Conditioner,1,35.19,250,2024-11-19,Credit Card - MasterCard,MasterCard,Palisades Center,West Nyack,New York,US,Matthew,Bishop,Male,52.0,1972-10-19,1.0,1633.0,8.0,1.0,2023-06-12,2.0,353.99,Tuesday,November,2024,2024Q4,0,309.61,10
3993,103993,Skin Care,Moisturizer,4,41.96,445,2022-02-09,Debit Card - Visa,Visa,The Domain,Austin,Texas,US,Margaret,Edwards,Other,49.0,1975-11-16,0.0,1399.0,4.0,0.0,2023-03-04,1.0,410.17,Wednesday,February,2022,2022Q1,0,371.28,14
3994,103994,Oral Care,Mouthwash,4,14.31,997,2021-11-05,Credit Card - Visa,Visa,Fashion Show Mall,Las Vegas,Nevada,US,Patricia,Garza,Other,65.0,1959-07-03,0.0,548.0,7.0,0.0,2024-03-08,1.0,43.27,Friday,November,2021,2021Q4,0,519.28,12
3995,103995,Skin Care,Sunscreen,4,55.05,82,2020-10-23,BNPL (Buy Now, Pay Later),South Coast Plaza,Costa Mesa,California,US,Ronald,Williams,Male,64.0,1960-05-18,0.0,1539.0,4.0,1.0,2021-02-07,5.0,364.26,Friday,October,2020,2020Q4,0,464.86,11
3996,103996,Hair Care,Shampoo,2,44.21,309,2020-12-15,BNPL (Buy Now, Pay Later),Easton Town Center,Columbus,Ohio,US,Heather,Hill,Female,66.0,1958-05-29,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75,Tuesday,December,2020,2020Q4,0,676.3199999999999,17
3997,103997,Skin Care,Lip Balm,1,11.94,37,2020-04-11,Credit Card - Visa,Visa,The Shops at Columbus Circle,New York,New York,US,Kayla,Holland,Male,70.0,1954-06-17,1.0,368.0,2.0,0.0,2020-04-27,50.0,112.07,Saturday,April,2020,2020Q2,1,95.03,5
3998,103998,Oral Care,Toothpaste,4,6.92,776,2023-07-02,Credit Card - Visa,Visa,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Michael,Griffin,Other,18.0,2007-01-04,1.0,1705.0,10.0,1.0,2020-12-18,3.0,33.31,Sunday,July,2023,2023Q3,1,592.24,17
3999,103999,Skin Care,Moisturizer,2,27.98,389,2022-01-11,Debit Card - MasterCard,MasterCard,Mall of America,Bloomington,Minnesota,US,Caroline,Huber,Female,35.0,1989-03-14,0.0,583.0,10.0,0.0,2024-08-28,41.0,314.25,Tuesday,January,2022,2022Q1,0,291.81,12
4000,104000,Skin Care,Face Wash,4,83.32,501,2024-04-15,Credit Card - MasterCard,MasterCard,NorthPark Center,Dallas,Texas,US,Morgan,Rodriguez,Male,70.0,1954-07-28,1.0,1255.0,9.0,1.0,2021-03-15,7.0,97.06,Monday,April,2024,2024Q2,0,408.99,10
4001,104001,Skin Care,Lip Balm,2,40.85,230,2021-03-23,Debit Card - MasterCard,MasterCard,Westfield London,London,England,UK,Andrew,Tapia,Male,54.0,1970-12-22,0.0,1034.0,3.0,0.0,2024-10-01,27.0,497.09,Tuesday,March,2021,2021Q1,0,534.94,17
4002,104002,Hair Care,Conditioner,2,43.32,36,2024-09-13,Google Pay,,The Trafford Centre,Manchester,Greater Manchester,UK,Mary,Daniels,Male,37.0,1988-02-08,1.0,1819.0,9.0,0.0,2022-05-13,36.0,299.27,Friday,September,2024,2024Q3,0,416.55,16
4003,104003,Skin Care,Sunscreen,1,21.86,69,2021-04-14,PayPal,,Westfield Stratford City,London,England,UK,Sean,Mccormick,Male,54.0,1971-01-26,1.0,503.0,7.0,1.0,2021-11-22,13.0,387.65,Wednesday,April,2021,2021Q2,0,356.19,9
4004,104004,Oral Care,Mouthwash,3,15.97,788,2020-01-26,Google Pay,,The Domain,Austin,Texas,US,Rachel,Hernandez,Female,65.0,1960-01-24,1.0,1447.0,9.0,0.0,2023-10-26,16.0,210.32,Sunday,January,2020,2020Q1,1,239.05,8
4005,104005,Skin Care,Lip Balm,3,58.36,401,2021-04-10,Debit Card - Visa,Visa,The Galleria,Houston,Texas,US,Jennifer,Levine,Other,42.0,1982-06-01,1.0,364.0,1.0,0.0,2024-02-14,36.0,236.79,Saturday,April,2021,2021Q2,1,151.31,5
4006,104006,Body Care and Hygiene,Deodorant,2,23.96,103,2021-10-24,Credit Card - MasterCard,MasterCard,Dolphin Mall,Miami,Florida,US,Christopher,White,Female,56.0,1968-07-03,0.0,1700.0,1.0,1.0,2020-12-24,20.0,45.08,Sunday,October,2021,2021Q4,1,243.09,9
4007,104007,Body Care and Hygiene,Deodorant,1,8.6,397,2020-12-21,Google Pay,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Sharon,Strong,Male,65.0,1960-01-11,0.0,1573.0,1.0,1.0,2021-05-18,39.0,37.64,Monday,December,2020,2020Q4,0,265.11,10
4008,104008,Skin Care,Face Wash,3,22.14,248,2024-01-24,Debit Card - MasterCard,MasterCard,The Mall in Columbia,Columbia,Maryland,US,Thomas,Mason,Male,26.0,1998-06-23,1.0,247.0,10.0,0.0,2020-09-15,6.0,333.41,Wednesday,January,2024,2024Q1,0,494.37,14
4009,104009,Hair Care,Conditioner,2,37.5,787,2021-03-04,Debit Card - Visa,Visa,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Linda,Rojas,Female,29.0,1996-01-08,0.0,1565.0,2.0,1.0,2020-01-08,34.0,256.74,Thursday,March,2021,2021Q1,0,572.08,11
